player_id,server_points,receiver_points,recent_form,average_rank_point_difference,average_aces,average_double_faults,first_serve_win_percentage,second_serve_win_percentage,break_point_save_percentage
104678,0,0,0.4,-318.35714285714283,7.7457142857142856,2.2657142857142856,0.7271366188396756,0.47583139984532097,0.5934819897084048
104678,0,1,0.4,-318.35714285714283,7.7457142857142856,2.2657142857142856,0.7271366188396756,0.47583139984532097,0.5934819897084048
104678,0,2,0.4,-318.35714285714283,7.7457142857142856,2.2657142857142856,0.7271366188396756,0.47583139984532097,0.5934819897084048
104678,0,3,0.4,-318.35714285714283,7.7457142857142856,2.2657142857142856,0.7271366188396756,0.47583139984532097,0.5934819897084048
104678,0,4,0.4,-318.35714285714283,7.7457142857142856,2.2657142857142856,0.7271366188396756,0.47583139984532097,0.5934819897084048
104678,1,0,0.4,-318.35714285714283,7.7457142857142856,2.2657142857142856,0.7271366188396756,0.47583139984532097,0.5934819897084048
104678,1,1,0.4,-318.35714285714283,7.7457142857142856,2.2657142857142856,0.7271366188396756,0.47583139984532097,0.5934819897084048
104678,1,2,0.4,-318.35714285714283,7.7457142857142856,2.2657142857142856,0.7271366188396756,0.47583139984532097,0.5934819897084048
104678,1,3,0.4,-318.35714285714283,7.7457142857142856,2.2657142857142856,0.7271366188396756,0.47583139984532097,0.5934819897084048
104678,1,4,0.4,-318.35714285714283,7.7457142857142856,2.2657142857142856,0.7271366188396756,0.47583139984532097,0.5934819897084048
104678,2,0,0.4,-318.35714285714283,7.7457142857142856,2.2657142857142856,0.7271366188396756,0.47583139984532097,0.5934819897084048
104678,2,1,0.4,-318.35714285714283,7.7457142857142856,2.2657142857142856,0.7271366188396756,0.47583139984532097,0.5934819897084048
104678,2,2,0.4,-318.35714285714283,7.7457142857142856,2.2657142857142856,0.7271366188396756,0.47583139984532097,0.5934819897084048
104678,2,3,0.4,-318.35714285714283,7.7457142857142856,2.2657142857142856,0.7271366188396756,0.47583139984532097,0.5934819897084048
104678,2,4,0.4,-318.35714285714283,7.7457142857142856,2.2657142857142856,0.7271366188396756,0.47583139984532097,0.5934819897084048
104678,3,0,0.4,-318.35714285714283,7.7457142857142856,2.2657142857142856,0.7271366188396756,0.47583139984532097,0.5934819897084048
104678,3,1,0.4,-318.35714285714283,7.7457142857142856,2.2657142857142856,0.7271366188396756,0.47583139984532097,0.5934819897084048
104678,3,2,0.4,-318.35714285714283,7.7457142857142856,2.2657142857142856,0.7271366188396756,0.47583139984532097,0.5934819897084048
